epoch,lejepa_total,pred_avg,sigreg_avg,pred_P3,sigreg_P3,pred_P4,sigreg_P4,pred_P5,sigreg_P5
39,0.3642257425880432,0.17238320379972458,1.1315958694076538,0.15606635609865188,1.3701226191329956,0.15523097703933716,1.0319587054824828,0.2058522782897949,0.9927062852668762
40,0.36326304039001467,0.17175233484506608,1.1293058326911927,0.1556133508658409,1.3695492751312255,0.15477565610408783,1.0271720656013488,0.20486799763202668,0.9911961633682251
41,0.3625838697910309,0.1712000476527214,1.128119130744934,0.15483428806304933,1.3666692181396485,0.1541344191145897,1.0273561171531678,0.20463143550395965,0.9903320581245423
42,0.362422708978653,0.17166938828468323,1.125435961380005,0.15506577538728714,1.3617741903686524,0.15475020525932312,1.025001185321808,0.20519218396902084,0.9895325072479249
43,0.36176593873977664,0.17082808106422423,1.1255173420143127,0.15429384073734284,1.365024713783264,0.1538997600579262,1.0234060600852966,0.20429064254760743,0.9881212490272522
44,0.3609963531398773,0.17033732968091964,1.1236324184417725,0.15380642890930177,1.3604531958389283,0.15358692783594133,1.0228629337882995,0.20361863169193267,0.9875811293029785
45,0.3607879187488556,0.1708061150932312,1.1207151038360597,0.1538735925745964,1.3557090153884888,0.1540684157204628,1.019923393383026,0.2044763366317749,0.9865129027366638
46,0.36027493388175963,0.17037945629119874,1.1198568169784546,0.153554152200222,1.3557018214416503,0.15367089984178542,1.0161514862060548,0.2039133175086975,0.9877171417045594
47,0.3600896290397644,0.1703963409280777,1.118862751636505,0.15339098995923997,1.3546833852767943,0.1537462691307068,1.0170701219749452,0.204051764292717,0.9848347484588623
48,0.35952951251983645,0.16977992053747176,1.118527850151062,0.1529484947490692,1.3547039182281495,0.1530116029191017,1.0165567173194885,0.20337966393470763,0.984322916431427
49,0.3592933779716492,0.16984601056098939,1.1170828198051452,0.15291593010425567,1.3549458173370361,0.15329312447309493,1.014068958492279,0.20332897716760637,0.9822336841773986
50,0.35850120314598083,0.16926890796422958,1.1154303566932677,0.15220662243843078,1.3501591942977906,0.15267493238210678,1.0146348583602904,0.20292516979694367,0.981497018699646
51,0.35819217156410216,0.16909846364021303,1.1145669766807556,0.15204586867570877,1.3513477687835693,0.15238926718950271,1.0114893913269043,0.20286025574207306,0.980863770980835
52,0.3580754457473755,0.16942003299713135,1.1126970671272278,0.15225586397647858,1.3474065981292724,0.15283801039218903,1.0099537502861022,0.20316622541427612,0.9807308535385132
53,0.35738364674568174,0.16877493414878844,1.1118184671592712,0.15173514092683793,1.3452895175552368,0.15217252565145492,1.0108034859275818,0.20241713587284088,0.9793624010658264
54,0.3572017884635925,0.16915902738809585,1.1093728046417237,0.15199295196056367,1.3419295251083374,0.15256787113904954,1.0075896846389771,0.2029162592291832,0.9785992069816589
55,0.35628107804298403,0.16825133687257768,1.1084000142860413,0.15135478232383728,1.3413701620483398,0.15169779531240463,1.0060899941825867,0.20170143260002135,0.9777398842430115
56,0.35659381011962893,0.16882141479969023,1.1076833616447448,0.15170690840244294,1.3383798252868653,0.15223158114671706,1.006915770931244,0.2025257542991638,0.9777544886207581
57,0.35548585286140444,0.16784684430837632,1.1060418593788146,0.15074682971000672,1.33761795879364,0.1513157095694542,1.0026589090919495,0.20147799427509308,0.9778487094497681
58,0.3554388861370087,0.1677540303683281,1.1061782823371886,0.15065281150102616,1.3399442538070678,0.1512723025870323,1.003343925151825,0.2013369768714905,0.9752466659164428
59,0.355483950586319,0.16802621943950652,1.1053148472595216,0.150835189037323,1.3377253337478638,0.15139935343265534,1.002412769165039,0.2018441158103943,0.9758064360809326
60,0.3541783587360382,0.1669302598977089,1.1031707250785827,0.15002155950546264,1.334153253326416,0.15041555203437806,1.002167077846527,0.2003536683177948,0.9731918488502502
